policy,clearance_mm,level,n,success,success_rate,ci95_low,ci95_high,insert_force_median_N,handoff_fired,jsonl
bdash_scripted,2.0,L1,24,13,0.5417,0.3507,0.7211,37.207,23,bdash_handoff_grid_bdash_scripted_c2.0_L1_20260630_150744.jsonl
