clearance_mm,r_mm,az_deg,tilt_deg,dx_mm,dy_mm,success
2.0,6.0,90.0,8.0,0.0,6.0,1
2.0,6.0,90.0,10.0,0.0,6.0,1
2.0,6.0,90.0,12.0,0.0,6.0,1
2.0,6.0,120.0,0.0,-3.0,5.196,1
2.0,6.0,120.0,2.0,-3.0,5.196,1
2.0,6.0,120.0,4.0,-3.0,5.196,0
2.0,6.0,120.0,6.0,-3.0,5.196,1
2.0,6.0,120.0,8.0,-3.0,5.196,1
2.0,6.0,120.0,10.0,-3.0,5.196,1
2.0,6.0,120.0,12.0,-3.0,5.196,1
2.0,6.0,150.0,0.0,-5.196,3.0,1
2.0,6.0,150.0,2.0,-5.196,3.0,1
2.0,6.0,150.0,4.0,-5.196,3.0,1
2.0,6.0,150.0,6.0,-5.196,3.0,0
2.0,6.0,150.0,8.0,-5.196,3.0,1
2.0,6.0,150.0,10.0,-5.196,3.0,1
2.0,6.0,150.0,12.0,-5.196,3.0,0
2.0,6.0,180.0,0.0,-6.0,0.0,1
2.0,6.0,180.0,2.0,-6.0,0.0,1
2.0,6.0,180.0,4.0,-6.0,0.0,0
2.0,6.0,180.0,6.0,-6.0,0.0,1
2.0,6.0,180.0,8.0,-6.0,0.0,1
2.0,6.0,180.0,10.0,-6.0,0.0,1
2.0,6.0,180.0,12.0,-6.0,0.0,0
2.0,6.0,210.0,0.0,-5.196,-3.0,1
2.0,6.0,210.0,2.0,-5.196,-3.0,1
2.0,6.0,210.0,4.0,-5.196,-3.0,0
2.0,6.0,210.0,6.0,-5.196,-3.0,1
2.0,6.0,210.0,8.0,-5.196,-3.0,0
2.0,6.0,210.0,10.0,-5.196,-3.0,1
2.0,6.0,210.0,12.0,-5.196,-3.0,1
2.0,6.0,240.0,0.0,-3.0,-5.196,1
2.0,6.0,240.0,2.0,-3.0,-5.196,1
2.0,6.0,240.0,4.0,-3.0,-5.196,1
2.0,6.0,240.0,6.0,-3.0,-5.196,1
2.0,6.0,240.0,8.0,-3.0,-5.196,0
2.0,6.0,240.0,10.0,-3.0,-5.196,1
2.0,6.0,240.0,12.0,-3.0,-5.196,0
2.0,6.0,270.0,0.0,-0.0,-6.0,1
2.0,6.0,270.0,2.0,-0.0,-6.0,1
2.0,6.0,270.0,4.0,-0.0,-6.0,1
2.0,6.0,270.0,6.0,-0.0,-6.0,1
2.0,6.0,270.0,8.0,-0.0,-6.0,1
2.0,6.0,270.0,10.0,-0.0,-6.0,1
2.0,6.0,270.0,12.0,-0.0,-6.0,1
2.0,6.0,300.0,0.0,3.0,-5.196,1
2.0,6.0,300.0,2.0,3.0,-5.196,1
2.0,6.0,300.0,4.0,3.0,-5.196,1
2.0,6.0,300.0,6.0,3.0,-5.196,0
2.0,6.0,300.0,8.0,3.0,-5.196,0
2.0,6.0,300.0,10.0,3.0,-5.196,1
2.0,6.0,300.0,12.0,3.0,-5.196,1
2.0,6.0,330.0,0.0,5.196,-3.0,1
2.0,6.0,330.0,2.0,5.196,-3.0,1
2.0,6.0,330.0,4.0,5.196,-3.0,1
2.0,6.0,330.0,6.0,5.196,-3.0,1
2.0,6.0,330.0,8.0,5.196,-3.0,0
2.0,6.0,330.0,10.0,5.196,-3.0,0
2.0,6.0,330.0,12.0,5.196,-3.0,0
2.0,8.0,0.0,0.0,8.0,0.0,1
2.0,8.0,0.0,2.0,8.0,0.0,1
2.0,8.0,0.0,4.0,8.0,0.0,1
2.0,8.0,0.0,6.0,8.0,0.0,1
2.0,8.0,0.0,8.0,8.0,0.0,1
2.0,8.0,0.0,10.0,8.0,0.0,0
2.0,8.0,0.0,12.0,8.0,0.0,0
2.0,8.0,30.0,0.0,6.928,4.0,1
2.0,8.0,30.0,2.0,6.928,4.0,1
2.0,8.0,30.0,4.0,6.928,4.0,1
2.0,8.0,30.0,6.0,6.928,4.0,1
2.0,8.0,30.0,8.0,6.928,4.0,0
2.0,8.0,30.0,10.0,6.928,4.0,0
2.0,8.0,30.0,12.0,6.928,4.0,0
2.0,8.0,60.0,0.0,4.0,6.928,1
2.0,8.0,60.0,2.0,4.0,6.928,1
2.0,8.0,60.0,4.0,4.0,6.928,1
2.0,8.0,60.0,6.0,4.0,6.928,1
2.0,8.0,60.0,8.0,4.0,6.928,0
2.0,8.0,60.0,10.0,4.0,6.928,0
2.0,8.0,60.0,12.0,4.0,6.928,1
2.0,8.0,90.0,0.0,0.0,8.0,1
2.0,8.0,90.0,2.0,0.0,8.0,1
2.0,8.0,90.0,4.0,0.0,8.0,1
2.0,8.0,90.0,6.0,0.0,8.0,0
2.0,8.0,90.0,8.0,0.0,8.0,1
2.0,8.0,90.0,10.0,0.0,8.0,1
2.0,8.0,90.0,12.0,0.0,8.0,1
2.0,8.0,120.0,0.0,-4.0,6.928,1
2.0,8.0,120.0,2.0,-4.0,6.928,1
2.0,8.0,120.0,4.0,-4.0,6.928,1
2.0,8.0,120.0,6.0,-4.0,6.928,0
2.0,8.0,120.0,8.0,-4.0,6.928,1
2.0,8.0,120.0,10.0,-4.0,6.928,0
2.0,8.0,120.0,12.0,-4.0,6.928,1
2.0,8.0,150.0,0.0,-6.928,4.0,1
2.0,8.0,150.0,2.0,-6.928,4.0,1
2.0,8.0,150.0,4.0,-6.928,4.0,1
2.0,8.0,150.0,6.0,-6.928,4.0,0
2.0,8.0,150.0,8.0,-6.928,4.0,1
2.0,8.0,150.0,10.0,-6.928,4.0,1
2.0,8.0,150.0,12.0,-6.928,4.0,1
2.0,8.0,180.0,0.0,-8.0,0.0,1
2.0,8.0,180.0,2.0,-8.0,0.0,1
2.0,8.0,180.0,4.0,-8.0,0.0,1
2.0,8.0,180.0,6.0,-8.0,0.0,0
2.0,8.0,180.0,8.0,-8.0,0.0,1
2.0,8.0,180.0,10.0,-8.0,0.0,1
2.0,8.0,180.0,12.0,-8.0,0.0,0
2.0,8.0,210.0,0.0,-6.928,-4.0,1
2.0,8.0,210.0,2.0,-6.928,-4.0,1
2.0,8.0,210.0,4.0,-6.928,-4.0,1
2.0,8.0,210.0,6.0,-6.928,-4.0,1
2.0,8.0,210.0,8.0,-6.928,-4.0,1
2.0,8.0,210.0,10.0,-6.928,-4.0,0
2.0,8.0,210.0,12.0,-6.928,-4.0,1
2.0,8.0,240.0,0.0,-4.0,-6.928,1
2.0,8.0,240.0,2.0,-4.0,-6.928,1
2.0,8.0,240.0,4.0,-4.0,-6.928,1
2.0,8.0,240.0,6.0,-4.0,-6.928,1
2.0,8.0,240.0,8.0,-4.0,-6.928,1
2.0,8.0,240.0,10.0,-4.0,-6.928,1
2.0,8.0,240.0,12.0,-4.0,-6.928,1
2.0,8.0,270.0,0.0,-0.0,-8.0,1
2.0,8.0,270.0,2.0,-0.0,-8.0,1
2.0,8.0,270.0,4.0,-0.0,-8.0,1
2.0,8.0,270.0,6.0,-0.0,-8.0,0
2.0,8.0,270.0,8.0,-0.0,-8.0,1
2.0,8.0,270.0,10.0,-0.0,-8.0,1
2.0,8.0,270.0,12.0,-0.0,-8.0,1
2.0,8.0,300.0,0.0,4.0,-6.928,1
2.0,8.0,300.0,2.0,4.0,-6.928,1
2.0,8.0,300.0,4.0,4.0,-6.928,1
2.0,8.0,300.0,6.0,4.0,-6.928,0
2.0,8.0,300.0,8.0,4.0,-6.928,1
2.0,8.0,300.0,10.0,4.0,-6.928,0
2.0,8.0,300.0,12.0,4.0,-6.928,1
2.0,8.0,330.0,0.0,6.928,-4.0,1
2.0,8.0,330.0,2.0,6.928,-4.0,1
2.0,8.0,330.0,4.0,6.928,-4.0,1
2.0,8.0,330.0,6.0,6.928,-4.0,1
2.0,8.0,330.0,8.0,6.928,-4.0,0
2.0,8.0,330.0,10.0,6.928,-4.0,0
2.0,8.0,330.0,12.0,6.928,-4.0,0
2.0,10.0,0.0,0.0,10.0,0.0,1
2.0,10.0,0.0,2.0,10.0,0.0,1
2.0,10.0,0.0,4.0,10.0,0.0,1
2.0,10.0,0.0,6.0,10.0,0.0,1
2.0,10.0,0.0,8.0,10.0,0.0,1
2.0,10.0,0.0,10.0,10.0,0.0,0
2.0,10.0,0.0,12.0,10.0,0.0,0
2.0,10.0,30.0,0.0,8.66,5.0,0
2.0,10.0,30.0,2.0,8.66,5.0,1
2.0,10.0,30.0,4.0,8.66,5.0,1
2.0,10.0,30.0,6.0,8.66,5.0,1
2.0,10.0,30.0,8.0,8.66,5.0,0
2.0,10.0,30.0,10.0,8.66,5.0,0
2.0,10.0,30.0,12.0,8.66,5.0,0
2.0,10.0,60.0,0.0,5.0,8.66,1
2.0,10.0,60.0,2.0,5.0,8.66,1
2.0,10.0,60.0,4.0,5.0,8.66,1
2.0,10.0,60.0,6.0,5.0,8.66,1
2.0,10.0,60.0,8.0,5.0,8.66,0
2.0,10.0,60.0,10.0,5.0,8.66,1
2.0,10.0,60.0,12.0,5.0,8.66,1
2.0,10.0,90.0,0.0,0.0,10.0,1
2.0,10.0,90.0,2.0,0.0,10.0,1
2.0,10.0,90.0,4.0,0.0,10.0,1
2.0,10.0,90.0,6.0,0.0,10.0,1
2.0,10.0,90.0,8.0,0.0,10.0,1
2.0,10.0,90.0,10.0,0.0,10.0,1
2.0,10.0,90.0,12.0,0.0,10.0,1
2.0,10.0,120.0,0.0,-5.0,8.66,1
2.0,10.0,120.0,2.0,-5.0,8.66,1
2.0,10.0,120.0,4.0,-5.0,8.66,1
2.0,10.0,120.0,6.0,-5.0,8.66,1
2.0,10.0,120.0,8.0,-5.0,8.66,1
2.0,10.0,120.0,10.0,-5.0,8.66,1
2.0,10.0,120.0,12.0,-5.0,8.66,1
2.0,10.0,150.0,0.0,-8.66,5.0,1
2.0,10.0,150.0,2.0,-8.66,5.0,1
2.0,10.0,150.0,4.0,-8.66,5.0,1
2.0,10.0,150.0,6.0,-8.66,5.0,0
2.0,10.0,150.0,8.0,-8.66,5.0,1
2.0,10.0,150.0,10.0,-8.66,5.0,0
2.0,10.0,150.0,12.0,-8.66,5.0,1
2.0,10.0,180.0,0.0,-10.0,0.0,1
2.0,10.0,180.0,2.0,-10.0,0.0,1
2.0,10.0,180.0,4.0,-10.0,0.0,1
2.0,10.0,180.0,6.0,-10.0,0.0,0
2.0,10.0,180.0,8.0,-10.0,0.0,1
2.0,10.0,180.0,10.0,-10.0,0.0,0
2.0,10.0,180.0,12.0,-10.0,0.0,1
2.0,10.0,210.0,0.0,-8.66,-5.0,1
2.0,10.0,210.0,2.0,-8.66,-5.0,1
2.0,10.0,210.0,4.0,-8.66,-5.0,1
2.0,10.0,210.0,6.0,-8.66,-5.0,0
2.0,10.0,210.0,8.0,-8.66,-5.0,1
2.0,10.0,210.0,10.0,-8.66,-5.0,1
2.0,10.0,210.0,12.0,-8.66,-5.0,1
2.0,10.0,240.0,0.0,-5.0,-8.66,1
2.0,10.0,240.0,2.0,-5.0,-8.66,1
2.0,10.0,240.0,4.0,-5.0,-8.66,1
2.0,10.0,240.0,6.0,-5.0,-8.66,1
2.0,10.0,240.0,8.0,-5.0,-8.66,1
2.0,10.0,240.0,10.0,-5.0,-8.66,0
2.0,10.0,240.0,12.0,-5.0,-8.66,0
2.0,10.0,270.0,0.0,-0.0,-10.0,1
2.0,10.0,270.0,2.0,-0.0,-10.0,1
2.0,10.0,270.0,4.0,-0.0,-10.0,1
2.0,10.0,270.0,6.0,-0.0,-10.0,1
2.0,10.0,270.0,8.0,-0.0,-10.0,1
2.0,10.0,270.0,10.0,-0.0,-10.0,1
2.0,10.0,270.0,12.0,-0.0,-10.0,1
2.0,10.0,300.0,0.0,5.0,-8.66,0
2.0,10.0,300.0,2.0,5.0,-8.66,1
2.0,10.0,300.0,4.0,5.0,-8.66,1
2.0,10.0,300.0,6.0,5.0,-8.66,1
2.0,10.0,300.0,8.0,5.0,-8.66,0
2.0,10.0,300.0,10.0,5.0,-8.66,1
2.0,10.0,300.0,12.0,5.0,-8.66,0
2.0,10.0,330.0,0.0,8.66,-5.0,0
2.0,10.0,330.0,2.0,8.66,-5.0,1
2.0,10.0,330.0,4.0,8.66,-5.0,1
2.0,10.0,330.0,6.0,8.66,-5.0,1
2.0,10.0,330.0,8.0,8.66,-5.0,0
2.0,10.0,330.0,10.0,8.66,-5.0,0
2.0,10.0,330.0,12.0,8.66,-5.0,0
