policy,clearance_mm,level,n,success,success_rate,ci95_low,ci95_high,insert_force_median_N,handoff_fired,jsonl
vdash_scripted,2.0,L1,20,12,0.6,0.3866,0.7812,17.41,18,vdash_handoff_grid_vdash_scripted_c2.0_L1_20260627_094401.jsonl
