policy,clearance_mm,level,n,success,success_rate,ci95_low,ci95_high,insert_force_median_N,handoff_fired,jsonl
vdash_scripted,2.0,L1,20,0,0.0,0.0,0.1611,15.495,18,vdash_handoff_grid_vdash_scripted_c2.0_L1_20260627_093316.jsonl
